range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65515, 46, 20595.6, 23630.1, 5316, 19285.6, 21759.8, 13100, 36990, 14700
65533, 46, 20595.6, 23630.1, 7017, 19371.7, 21704.6, 16040, 53849, 20450
65530, 46, 20595.6, 23630.1, 4636, 19684.2, 21852.8, 5500, 35459, 14480
65534, 46, 20595.6, 23630.1, 79417, 19334.9, 21668.4, 16909, 565475, 202208
65516, 46, 20595.6, 23630.1, 732, 20160.8, 22194.3, 11090, 6780, 3720
65528, 46, 20595.6, 23630.1, 16206, 19359.8, 21733.6, 14780, 116289, 44169
62222, 46, 20595.6, 23630.1, 86, 18488.5, 21338, 7640, 4970, 2460
65524, 46, 20595.6, 23630.1, 5478, 19207.8, 21642.9, 16310, 41440, 16370
60663, 46, 20595.6, 23630.1, 3, 8564.33, 13587.3, 2760, 1670, 1020
65535, 46, 20595.6, 23630.1, 312521, 19323.6, 21680.9, 21699, 2203058, 826001
65492, 46, 20595.6, 23630.1, 4496, 19176.5, 21689.6, 4710, 34200, 13680
65530, 46, 20595.6, 23630.1, 3172, 19030.8, 21435.9, 12080, 22500, 9680
65530, 46, 20595.6, 23630.1, 5441, 19163.3, 21562.4, 12060, 40590, 16150
65535, 46, 20595.6, 23630.1, 250780, 19328.8, 21691.7, 19290, 1776152, 656183
65527, 46, 20595.6, 23630.1, 2376, 19158.9, 21576.2, 11480, 17560, 7750
63037, 46, 20595.6, 23630.1, 6, 15342, 25608.3, 5520, 1750, 1640
65535, 46, 20595.6, 23630.1, 312765, 19327.4, 21681.3, 19590, 2211267, 830121
65532, 46, 20595.6, 23630.1, 21235, 19309.7, 21655.7, 13990, 151968, 56519
65426, 46, 20595.6, 23630.1, 3577, 19229.6, 21728.4, 15400, 25379, 10910
65326, 46, 20595.6, 23630.1, 585, 19792.1, 22052.7, 9770, 5850, 3100
60663, 46, 20595.6, 23630.1, 1, 26612, -nan, 2560, 1080, 940
