range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65155, 10, 20967, 22080.1, 875, 15857.8, 21559.8, 5170, 1500, 1170
41896, 10, 20967, 22080.1, 106, 14883, 14933.6, 4400, 10390, 2170
41899, 10, 20967, 22080.1, 1472, 6912.75, 6899.73, 4890, 129909, 16800
41896, 10, 20967, 22080.1, 30, 18332, 18625, 3490, 3520, 1370
62514, 10, 20967, 22080.1, 474, 17240.4, 21733.9, 4440, 1590, 1130
65492, 10, 20967, 22080.1, 25599, 16146, 21159.3, 6170, 12680, 4590
41896, 10, 20967, 22080.1, 8, 15167.2, 16193.1, 3330, 1510, 1020
62883, 10, 20967, 22080.1, 18, 21216.7, 25232.1, 3530, 2580, 1100
63612, 10, 20967, 22080.1, 1054, 15886.2, 20492.4, 5599, 2100, 1280
65396, 10, 20967, 22080.1, 6143, 16768.8, 21147.7, 4660, 4180, 1880
65396, 10, 20967, 22080.1, 6143, 16768.8, 21147.7, 4490, 3990, 1890
65481, 10, 20967, 22080.1, 6272, 16226, 20793.6, 4770, 4940, 2140
65020, 10, 20967, 22080.1, 886, 15372.3, 19820.7, 5290, 1190, 1010
64846, 10, 20967, 22080.1, 4657, 16038.5, 20258.9, 6340, 6970, 3450
58525, 10, 20967, 22080.1, 390, 29233, 29251.6, 4790, 35929, 1060
41896, 10, 20967, 22080.1, 6, 19153, 20959.2, 3410, 1490, 1010
41910, 10, 20967, 22080.1, 146, 11107.5, 11139.7, 4129, 13740, 2530
65172, 10, 20967, 22080.1, 2964, 17039.6, 21359.4, 6330, 2930, 1590
65503, 10, 20967, 22080.1, 489, 17958.6, 22668.1, 4650, 1600, 1130
65504, 10, 20967, 22080.1, 3629, 16238, 20784.1, 5990, 2600, 1450
65195, 10, 20967, 22080.1, 189, 23413.2, 26156.8, 4140, 1880, 1180
65457, 10, 20967, 22080.1, 7132, 16050.6, 20763.7, 6820, 5720, 2320
61842, 10, 20967, 22080.1, 134, 14796.6, 20802.6, 4040, 12880, 1110
65271, 10, 20967, 22080.1, 1397, 16773.3, 21118.5, 5670, 2310, 1280
46289, 10, 20967, 22080.1, 98, 23150.5, 23251.4, 4040, 9720, 1080
41914, 10, 20967, 22080.1, 1750, 18571, 18575.2, 5490, 154698, 19770
